Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	REPEAT:LRR 10	4	10.81081081081081	5.93366289349028E-4	CARMIL1, LRRTM1, TRIL, LGR6	35	108	22290	23.58730158730159	0.08518311564196213	0.0681507842776625	0.06406173722100275
UP_SEQ_FEATURE	REPEAT:LRR 9	4	10.81081081081081	0.001109182483543756	CARMIL1, LRRTM1, TRIL, LGR6	35	134	22290	19.010660980810236	0.15335154037819299	0.0681507842776625	0.06406173722100275
GOTERM_BP_DIRECT	GO:0030032~lamellipodium assembly	3	8.108108108108109	0.0012170192774841125	CARMIL1, ABLIM2, S1PR1	37	38	26568	56.688477951635846	0.370449351102917	0.46246732544396274	0.46246732544396274
UP_SEQ_FEATURE	REPEAT:LRR 8	4	10.81081081081081	0.0014760103673439075	CARMIL1, LRRTM1, TRIL, LGR6	35	148	22290	17.212355212355213	0.19873625108118165	0.0681507842776625	0.06406173722100275
UP_SEQ_FEATURE	REPEAT:LRR 7	4	10.81081081081081	0.0021922263326759335	CARMIL1, LRRTM1, TRIL, LGR6	35	170	22290	14.98487394957983	0.2804972400736967	0.0681507842776625	0.06406173722100275
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	14	37.83783783783784	0.0022716928092554167	WNT2B, TRIL, LCLAT1, SULF2, TSPAN15, COL1A2, LRRTM1, CDH22, S1PR1, PLXNA2, SOST, CD36, ENPP3, LGR6	35	3737	22290	2.385871019534386	0.28904173695629276	0.0681507842776625	0.06406173722100275
UP_SEQ_FEATURE	REPEAT:LRR 6	4	10.81081081081081	0.00342109672396746	CARMIL1, LRRTM1, TRIL, LGR6	35	199	22290	12.801148600143575	0.4019281061717862	0.0855274180991865	0.0803957730132353
GOTERM_BP_DIRECT	GO:0007420~brain development	4	10.81081081081081	0.004318631873387163	RTN1, S1PR1, PLXNA2, FOXJ1	37	243	26568	11.819819819819822	0.8069167735409921	0.5596662748924103	0.5596662748924103
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	4	10.81081081081081	0.004418417959676923	IRX2, RTN1, WNT2B, S1PR1	37	245	26568	11.723331494760066	0.8141320951092222	0.5596662748924103	0.5596662748924103
UP_SEQ_FEATURE	REPEAT:LRR 5	4	10.81081081081081	0.004881735199803302	CARMIL1, LRRTM1, TRIL, LGR6	35	226	22290	11.27180783817952	0.5200404592119854	0.09963947863345746	0.09366110991545001
