Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	11	37.93103448275862	0.006853589499942613	TSPAN15, COL1A2, WNT2B, TRIL, CDH22, PLXNA2, PLOD2, ENPP3, MALRD1, CDH7, SULF2	27	3733	22253	2.428619618815172	0.6556040951343297	1.0	1.0
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding	5	17.24137931034483	0.015232484310233661	BCL11A, SP6, NFE2L3, FOXJ1, MEOX1	28	1043	28924	4.952061361457334	0.7025846218189744	0.6631189614327824	0.6631189614327824
GOTERM_MF_DIRECT	GO:0003700~DNA-binding transcription factor activity	4	13.793103448275861	0.01678782180842487	BCL11A, NFE2L3, FOXJ1, MEOX1	28	585	28924	7.063247863247862	0.7374979605239258	0.6631189614327824	0.6631189614327824
UP_KW_LIGAND	KW-0479~Metal-binding	11	37.93103448275862	0.025225077034448998	COL1A2, ABLIM2, BCL11A, CDH22, SP6, PLOD2, ENPP3, RPS27A, CDH7, SULF2, GNE	12	3994	6792	1.558838257386079	0.2054172507909957	0.2224640056431638	0.2224640056431638
GOTERM_BP_DIRECT	GO:0007043~cell-cell junction assembly	2	6.896551724137931	0.02698405370337383	CDH22, CDH7	29	29	29712	70.65873959571938	0.997631296685239	1.0	1.0
GOTERM_CC_DIRECT	GO:0016342~catenin complex	2	6.896551724137931	0.028678508187882097	CDH22, CDH7	28	32	29722	66.34375	0.8804639588507616	0.8907683377954391	0.8907683377954391
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	4	13.793103448275861	0.02934563517240098	CDH22, ENPP3, CDH7, SULF2	28	725	28924	5.699310344827586	0.9049166809323729	0.7488949015386772	0.7488949015386772
GOTERM_BP_DIRECT	GO:0044331~cell-cell adhesion mediated by cadherin	2	6.896551724137931	0.029735090088850013	CDH22, CDH7	29	32	29712	64.03448275862068	0.9987330430182088	1.0	1.0
INTERPRO	IPR000233:Cadherin_Y-type_LIR	2	6.896551724137931	0.030977796011272263	CDH22, CDH7	29	25	22271	61.43724137931034	0.9885345937452957	1.0	1.0
GOTERM_BP_DIRECT	GO:0034332~adherens junction organization	2	6.896551724137931	0.03156494587707653	CDH22, CDH7	29	34	29712	60.267748478701826	0.9991652032762327	1.0	1.0
GOTERM_BP_DIRECT	GO:0016477~cell migration	3	10.344827586206897	0.03492387821450304	CARMIL1, CDH22, CDH7	29	313	29712	9.819984576401895	0.999612646898739	1.0	1.0
GOTERM_BP_DIRECT	GO:0016339~calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	2	6.896551724137931	0.035214679402298825	CDH22, CDH7	29	38	29712	53.92377495462795	0.9996376053145637	1.0	1.0
GOTERM_BP_DIRECT	GO:0030032~lamellipodium assembly	2	6.896551724137931	0.035214679402298825	CARMIL1, ABLIM2	29	38	29712	53.92377495462795	0.9996376053145637	1.0	1.0
INTERPRO	IPR017850:Alkaline_phosphatase_core_sf	2	6.896551724137931	0.03584757244377468	ENPP3, SULF2	29	29	22271	52.96313912009512	0.9943935330439542	1.0	1.0
GOTERM_CC_DIRECT	GO:0062023~collagen-containing extracellular matrix	3	10.344827586206897	0.03613848266104146	COL1A2, PLXNA2, PLOD2	28	331	29722	9.62084592145015	0.9319122776045111	0.8907683377954391	0.8907683377954391
INTERPRO	IPR039808:Cadherin	2	6.896551724137931	0.0370613242612709	CDH22, CDH7	29	30	22271	51.197701149425285	0.9953118069604642	1.0	1.0
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	7	24.137931034482758	0.03791872919183176	COL1A2, ABLIM2, BCL11A, SP6, ENPP3, RPS27A, GNE	28	2748	28924	2.63136826783115	0.9528231377344626	0.7488949015386772	0.7488949015386772
INTERPRO	IPR027397:Catenin-bd_sf	2	6.896551724137931	0.038273602619234126	CDH22, CDH7	29	31	22271	49.54616240266963	0.9960797098676415	1.0	1.0
GOTERM_CC_DIRECT	GO:0030016~myofibril	2	6.896551724137931	0.047933787938251815	ABLIM2, PDE4DIP	28	54	29722	39.31481481481482	0.9722858126185199	0.8907683377954391	0.8907683377954391
GOTERM_CC_DIRECT	GO:0016604~nuclear body	3	10.344827586206897	0.04880922398879118	TSPAN15, RTN1, BCL11A	28	391	29722	8.144501278772378	0.9740858480760243	0.8907683377954391	0.8907683377954391
UP_KW_LIGAND	KW-0106~Calcium	5	17.24137931034483	0.049436445698480845	COL1A2, CDH22, ENPP3, CDH7, SULF2	12	915	6792	3.092896174863388	0.36637773392929496	0.2224640056431638	0.2224640056431638
UP_KW_DOMAIN	KW-0677~Repeat	11	37.93103448275862	0.05458943229737189	CARMIL1, COL1A2, ABLIM2, BCL11A, TRIL, CDH22, SP6, PLXNA2, ENPP3, MALRD1, CDH7	21	4562	14896	1.7103609527984804	0.49014647069483863	0.41598409820700527	0.41598409820700527
UP_SEQ_FEATURE	DOMAIN:Cadherin 5	2	6.896551724137931	0.054625839847629455	CDH22, CDH7	27	48	22253	34.34104938271605	0.9998345839004625	1.0	1.0
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	2	6.896551724137931	0.055944640313078664	COL1A2, PLOD2	29	61	29712	33.59185980780102	0.9999970184702529	1.0	1.0
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription by RNA polymerase II	5	17.24137931034483	0.05778611368516701	BCL11A, SP6, NFE2L3, FOXJ1, MEOX1	29	1569	29712	3.2649831871826995	0.9999980634013486	1.0	1.0
GOTERM_MF_DIRECT	GO:0045296~cadherin binding	2	6.896551724137931	0.061600998587421484	CDH22, CDH7	28	68	28924	30.382352941176467	0.9934140956394374	0.8126083471113484	0.8126083471113484
UP_SEQ_FEATURE	TOPO_DOM:Extracellular	7	24.137931034482758	0.06221476307771389	TSPAN15, TRIL, CDH22, GJB5, PLXNA2, ENPP3, CDH7	27	2481	22253	2.325391493871945	0.9999525729955745	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cadherin 4	2	6.896551724137931	0.06234833344943727	CDH22, CDH7	27	55	22253	29.970370370370365	0.9999536086374535	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cadherin 3	2	6.896551724137931	0.06344658299204418	CDH22, CDH7	27	56	22253	29.435185185185183	0.9999613147264934	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cadherin 1	2	6.896551724137931	0.0667339153538979	CDH22, CDH7	27	59	22253	27.93848085373509	0.9999775689313861	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Cadherin 2	2	6.896551724137931	0.0667339153538979	CDH22, CDH7	27	59	22253	27.93848085373509	0.9999775689313861	1.0	1.0
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	5	17.24137931034483	0.06704525380129436	BCL11A, SP6, PDE4DIP, ENPP3, RPS27A	28	1667	28924	3.098380323935213	0.9958410308883148	0.8126083471113484	0.8126083471113484
UP_KW_DOMAIN	KW-0732~Signal	11	37.93103448275862	0.06933068303450088	SPINK2, COL1A2, WNT2B, TRIL, CDH22, PLXNA2, PLOD2, ENPP3, MALRD1, CDH7, SULF2	21	4740	14896	1.646132208157525	0.5777742149473458	0.41598409820700527	0.41598409820700527
GOTERM_MF_DIRECT	GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific	4	13.793103448275861	0.07200327126303087	SP6, NFE2L3, FOXJ1, MEOX1	28	1043	28924	3.961649089165867	0.9972699589419937	0.8126083471113484	0.8126083471113484
GOTERM_CC_DIRECT	GO:0005576~extracellular region	5	17.24137931034483	0.07502097609592846	SPINK2, COL1A2, WNT2B, ENPP3, SULF2	28	1780	29722	2.9817415730337076	0.9966300182729497	0.9565366807887796	0.9565366807887796
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	2	6.896551724137931	0.07537096901023749	WNT2B, GJB5	29	83	29712	24.68799335272123	0.9999999698822144	1.0	1.0
GOTERM_CC_DIRECT	GO:0005615~extracellular space	5	17.24137931034483	0.07861945321551614	COL1A2, WNT2B, TRIL, PLOD2, SULF2	28	1809	29722	2.9339414040906577	0.9974645805049628	0.9565366807887796	0.9565366807887796
UP_KW_MOLECULAR_FUNCTION	KW-0511~Multifunctional enzyme	2	6.896551724137931	0.07943358792524469	ENPP3, GNE	14	79	12454	22.520795660036164	0.7924860118071828	1.0	1.0
UP_SEQ_FEATURE	TOPO_DOM:Cytoplasmic	8	27.586206896551722	0.08515880893677766	TSPAN15, TRIL, CDH22, GJB5, PLXNA2, ENPP3, MALRD1, CDH7	27	3356	22253	1.9646845892376286	0.9999989800352802	1.0	1.0
UP_SEQ_FEATURE	REPEAT:LRR 11	2	6.896551724137931	0.09476314546117659	CARMIL1, TRIL	27	85	22253	19.392592592592592	0.9999998013241091	1.0	1.0
UP_KW_PTM	KW-0325~Glycoprotein	11	37.93103448275862	0.09992510272029856	TSPAN15, COL1A2, WNT2B, TRIL, CDH22, PLXNA2, PLOD2, ENPP3, MALRD1, CDH7, SULF2	22	4236	13214	1.5597261567516525	0.7455382881658155	1.0	1.0
