Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005634~nucleus	81	35.84070796460177	2.2936307083251748E-4	MAPKBP1, PRAG1, BNC2, CTNND2, DYSF, HOXC13, AHR, NR3C1, SALL1, SALL3, CREB3L1, MYC, ENC1, HOXA1, SOX9, DACT1, TLE4, MSX2, SFMBT2, SLC39A11, MTUS1, ZFP91, EN1, KLF14, LEMD2, ETV4, DNAJC1, MYCN, PLCB4, PALLD, RRAGB, LMX1B, TOX, PLCB1, TRIB2, DLX1, DLX2, DLX3, DLX4, ZFP703, CRABP1, NEDD9, PIK3R1, PRICKLE1, GATA3, BARX2, PTHLH, ZFP36L2, NUAK1, PDZD2, NFIL3, BTBD3, SMYD2, HAS3, ZIM1, MSX1, RUNX1T1, BHLHA9, TFAP2A, IRX1, TFAP2B, IRX2, TGFB1, IRX5, EYA1, EYA2, PLEKHA2, TXNRD1, IRX4, SMAD6, POU4F1, MLXIPL, ZFP322A, RALYL, LHX2, RCAN2, BHLHE40, SP8, SP7, CPEB2, FERMT2	226	6728	27008	1.4387423316111245	0.05876157360753431	0.004068005380152546	0.0035440955963450213
GOTERM_CC_DIRECT	GO:0045177~apical part of cell	8	3.5398230088495577	2.311366693268492E-4	PDZD2, DAB1, FAP, CDH2, CHL1, VLDLR, SLC7A11, CRHR1	226	146	27008	6.548187659110194	0.059202287966798384	0.004068005380152546	0.0035440955963450213
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	10	4.424778761061947	2.3418047852769824E-4	NGFR, GRM4, FGF8, TGFB1, CDH2, DOK5, HGF, WNT5A, ADAM9, DRD5	225	243	26568	4.85925925925926	0.39533371958980046	0.006626899037717862	0.006210403986464645
GOTERM_BP_DIRECT	GO:0002053~positive regulation of mesenchymal cell proliferation	5	2.2123893805309733	2.344712881129225E-4	MYCN, MYC, WNT5A, SOX9, TGFBR2	225	36	26568	16.400000000000002	0.39571140034445096	0.006626899037717862	0.006210403986464645
GOTERM_BP_DIRECT	GO:0085029~extracellular matrix assembly	4	1.7699115044247788	2.4965555509117E-4	TGFB1, HAS3, SOX9, PRICKLE1	225	15	26568	31.488000000000003	0.4151074264904784	0.006964417303062769	0.006526709511669159
GOTERM_BP_DIRECT	GO:0035115~embryonic forelimb morphogenesis	5	2.2123893805309733	2.611643841629649E-4	TFAP2A, MSX2, WNT7A, EN1, MSX1	225	37	26568	15.956756756756757	0.4293928810801234	0.007192065348487802	0.0067400500682057475
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	7	3.0973451327433628	2.698962836316998E-4	TGFB2, TGFB1, BAMBI, ITGB8, ADAM9, FERMT2, TGFBR2	225	105	26568	7.871999999999999	0.43999830349302405	0.007338445787859383	0.006877230619627996
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell population proliferation	16	7.079646017699115	2.761020020134329E-4	TFAP2B, EPHA4, TGFB2, TGFB1, ZFP703, WNT7A, GAB2, PTHLH, TGFBR2, BMP4, MLXIPL, FGF8, BAMBI, MYC, SOX9, SLC25A33	225	621	26568	3.04231884057971	0.4474155402265425	0.0074133387540606735	0.0069474166256630054
GOTERM_CC_DIRECT	GO:0032809~neuronal cell body membrane	5	2.2123893805309733	2.771820074547619E-4	GRIA1, NGFR, KCNB2, FLRT1, SLC6A2	226	38	27008	15.724266418258035	0.07057223938647228	0.0044561090690447246	0.0038822162343950255
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	11	4.867256637168142	2.869464173248497E-4	CDH2, NEDD9, ENPP1, ADAM9, CAR12, SLC13A5, PLPP3, SLC7A1, SLC39A14, CD44, SLC8A1	226	309	27008	4.254202823839391	0.07296571101300564	0.0044561090690447246	0.0038822162343950255
KEGG_PATHWAY	mmu04390:Hippo signaling pathway	9	3.982300884955752	3.092848100295017E-4	FZD1, BMP4, WNT10B, TGFB2, TGFB1, MYC, WNT5A, WNT7A, TGFBR2	116	158	10620	5.214971628109996	0.07269909592238877	0.01078078480674263	0.009455278478044766
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	7	3.0973451327433628	3.142730632182983E-4	WNT10B, TGFB2, DLX3, KRT23, CRHR1, KRT9, EPHA2	225	108	26568	7.653333333333332	0.49092739918071426	0.008334056046825983	0.00781026760812882
GOTERM_BP_DIRECT	GO:0048701~embryonic cranial skeleton morphogenesis	5	2.2123893805309733	3.209892254232303E-4	TFAP2A, BMP4, DLX2, IRX5, TGFBR2	225	39	26568	15.138461538461538	0.4982210216929206	0.008408351904989009	0.007879894033865397
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	7	3.0973451327433628	3.6417630585116126E-4	TEC, ITGB8, GAB2, PLPP3, FERMT2, ITGA9, ADAMTS20	225	111	26568	7.446486486486487	0.542689724274653	0.009422887704027263	0.008830667108103762
GOTERM_BP_DIRECT	GO:0040037~negative regulation of fibroblast growth factor receptor signaling pathway	4	1.7699115044247788	3.684928152412896E-4	NGFR, CREB3L1, WNT5A, SPRY1	225	17	26568	27.783529411764707	0.5469117853650811	0.009422887704027263	0.008830667108103762
GOTERM_BP_DIRECT	GO:0048839~inner ear development	6	2.6548672566371683	3.8401644357719493E-4	TGFB2, TGFB1, GJB6, HOXA1, ROR1, MSX1	225	73	26568	9.705205479452054	0.5617762887288039	0.00970432142122135	0.009094412952010512
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	9	3.982300884955752	3.8533185104041776E-4	PRAG1, PALLD, FLRT1, NEDD9, ITGB8, SORBS2, ARHGAP26, FERMT2, EPHA2	226	209	27008	5.146123555066266	0.09674214548492233	0.00565153381525946	0.0049236847632942275
GOTERM_BP_DIRECT	GO:0042476~odontogenesis	5	2.2123893805309733	3.9003930401196665E-4	BMP4, FGF8, MSX2, ENPP1, MSX1	225	41	26568	14.400000000000002	0.5674112865509588	0.009741911918810516	0.009129640918326614
GOTERM_BP_DIRECT	GO:0035880~embryonic nail plate morphogenesis	3	1.3274336283185841	4.199058487159223E-4	MSX2, MSX1, PRICKLE1	225	4	26568	88.56	0.5943023838740255	0.010249520034565921	0.009605346289376723
GOTERM_BP_DIRECT	GO:0061520~Langerhans cell differentiation	3	1.3274336283185841	4.199058487159223E-4	TGFB1, ITGB8, TGFBR2	225	4	26568	88.56	0.5943023838740255	0.010249520034565921	0.009605346289376723
GOTERM_BP_DIRECT	GO:0060325~face morphogenesis	5	2.2123893805309733	4.2826674694464726E-4	TFAP2A, TGFB2, TGFB1, MSX1, PRICKLE1	225	42	26568	14.057142857142857	0.6015263929243595	0.01033614575772025	0.00968652765842219
GOTERM_BP_DIRECT	GO:0042472~inner ear morphogenesis	6	2.6548672566371683	4.3529123115041394E-4	TFAP2A, FGF8, EYA1, WNT5A, HOXA1, GATA3	225	75	26568	9.4464	0.6074962247938958	0.01038895071678988	0.009736013870064258
GOTERM_MF_DIRECT	GO:0034714~type III transforming growth factor beta receptor binding	3	1.3274336283185841	4.794263502291945E-4	TGFB2, TGFB1, TGFBR2	222	4	24521	82.84121621621622	0.20789163935354305	0.014562575388211783	0.014083149037982589
UP_SEQ_FEATURE	MOTIF:PDZ-binding	7	3.0973451327433628	4.8093647746956785E-4	FZD1, GRIA1, EPHA4, SDK2, SHISA7, EPHA2, DACT1	226	98	22290	7.0448798988622	0.3743885956128449	0.05028508745465969	0.04987249186528813
GOTERM_CC_DIRECT	GO:0030425~dendrite	16	7.079646017699115	4.983879744242864E-4	GRIA1, EPHA4, NEGR1, KCNIP1, CTNND2, KCNB2, SORBS2, UNC5C, CRHR1, SLC8A1, GAP43, PLCB4, TUBB3, CHL1, FAT3, DRD5	226	665	27008	2.8752944307671835	0.12331473134167792	0.006924969749895348	0.006033117585136098
UP_SEQ_FEATURE	DNA_BIND:Homeobox; TALE-type	4	1.7699115044247788	5.157444867144584E-4	IRX1, IRX2, IRX5, IRX4	226	16	22290	24.6570796460177	0.3952744682583057	0.05028508745465969	0.04987249186528813
GOTERM_BP_DIRECT	GO:0035909~aorta morphogenesis	4	1.7699115044247788	5.186071405648511E-4	TFAP2B, FGF8, EYA1, TGFBR2	225	19	26568	24.858947368421052	0.6718410202799856	0.012241408109157146	0.011472045867659838
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	7	3.0973451327433628	5.278896139342693E-4	BMP4, WNT10B, MSX2, CREB3L1, ENPP1, SP7, EPHA2	225	119	26568	6.945882352941176	0.6783226598137184	0.012325074899247942	0.011550454270105263
UP_KW_MOLECULAR_FUNCTION	KW-0238~DNA-binding	41	18.141592920353983	5.929437513161316E-4	DLX1, DLX2, DLX3, DLX4, AHR, HOXC13, GATA3, NR3C1, BARX2, SALL1, NFIL3, SALL3, MYC, CREB3L1, ZIM1, HOXA1, SOX9, MSX1, RUNX1T1, BHLHA9, TFAP2A, IRX1, TFAP2B, IRX2, IRX5, MSX2, IRX4, EN1, KLF14, POU4F1, ETV4, MLXIPL, ZFP322A, DNAJC1, MYCN, LHX2, BHLHE40, SP8, SP7, LMX1B, TOX	158	1958	12802	1.6966486081121268	0.0303714508285724	0.010277691689479613	0.010277691689479613
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	57	25.221238938053098	5.988069464126573E-4	BNC2, DYSF, NR3C1, SLC6A2, CDH8, SLC8A1, CYP26B1, SALL1, CDH2, TUBB3, SALL3, AOX3, ITGB8, ENPP1, CAR12, SLC30A4, P3H2, ZFP91, MYRIP, KLF14, TGFBR2, ADAMTS20, PLCB4, ADAM9, LMX1B, FREM1, ITGA9, ZFP703, HAAO, NRXN3, TNFRSF11A, PRICKLE1, GATA3, ZFP36L2, CACNA1I, MAN2A1, ADAMTS18, CHN2, SMYD2, ZIM1, PDLIM5, RUNX1T1, GALNT7, KCNIP1, TRPA1, EYA1, EYA2, DDHD1, SMAD6, CPPED1, CYP26A1, ZFP322A, TEC, LHX2, LNX1, SP8, SP7	222	4074	24521	1.5453933314758055	0.25256455840581715	0.01624217022387254	0.015707448570411713
GOTERM_MF_DIRECT	GO:0005109~frizzled binding	5	2.2123893805309733	6.015618601434273E-4	FZD1, WNT10B, BAMBI, WNT5A, WNT7A	222	43	24521	12.843599413366855	0.2535652213488717	0.01624217022387254	0.015707448570411713
GOTERM_BP_DIRECT	GO:0001568~blood vessel development	6	2.6548672566371683	6.934686759791791E-4	BMP4, TGFB2, DLX3, AHR, PLPP3, EPHA2	225	83	26568	8.535903614457832	0.7746470502338756	0.015903185951895715	0.014903684041511208
GOTERM_BP_DIRECT	GO:0021544~subpallium development	3	1.3274336283185841	6.95949478341805E-4	DLX1, DLX2, FGF8	225	5	26568	70.848	0.775845539332388	0.015903185951895715	0.014903684041511208
UP_KW_DOMAIN	KW-0677~Repeat	81	35.84070796460177	6.977039955992899E-4	MAPKBP1, BNC2, CTNND2, DYSF, VLDLR, AHR, PCSK6, PCSK5, CDH8, SLC8A1, TTC28, SALL1, CDH2, SALL3, CHL1, LRRTM1, ENC1, ITGB8, ENPP1, TLE4, ARRDC4, EPHA4, UNC5B, HGF, SFMBT2, ANKRD44, P3H2, ZFP91, UNC5C, MYRIP, FNDC3A, KLF14, PDIA6, ADAMTS20, DNAH7B, TIAM2, DNAJC1, PALLD, ROR1, LMX1B, SOWAHA, PPP1R12B, PLA2R1, FREM1, EPHA2, ITGA9, SLC41A2, NTM, NRXN3, TMTC1, PIK3R1, TNFRSF11A, PRICKLE1, GATA3, ZFP36L2, CACNA1I, PDZD2, ADAMTS18, FLRT1, LRRC8C, ZIM1, PDLIM5, RAB11FIP2, NGFR, PCDH9, NEGR1, KCNIP1, TRPA1, PLEKHA2, SORBS2, PTPRD, ZFP322A, LHX2, LNX1, SP8, FAT3, SP7, LGR6, SLC25A33, CPEB2, SDK2	185	4828	15070	1.3666562171118923	0.014550008126745784	0.007325891953792544	0.0069770399559928985
KEGG_PATHWAY	mmu04916:Melanogenesis	7	3.0973451327433628	7.375169082079478E-4	FZD1, WNT10B, PLCB4, CREB3L1, WNT5A, WNT7A, PLCB1	116	100	10620	6.408620689655173	0.16474692636476918	0.020178669078464623	0.017697685175374712
KEGG_PATHWAY	mmu04550:Signaling pathways regulating pluripotency of stem cells	8	3.5398230088495577	7.982709758259711E-4	FZD1, BMP4, WNT10B, MYC, WNT5A, WNT7A, HOXA1, PIK3R1	116	140	10620	5.231527093596059	0.17704676486750037	0.020178669078464623	0.017697685175374712
KEGG_PATHWAY	mmu05200:Pathways in cancer	16	7.079646017699115	8.269946343633043E-4	FZD1, WNT10B, TGFB2, TGFB1, HGF, TXNRD1, WNT5A, WNT7A, PIK3R1, TGFBR2, BMP4, FGF8, PLCB4, MYC, PLCB1, RUNX1T1	116	549	10620	2.668174109666478	0.1827989858801612	0.020178669078464623	0.017697685175374712
UP_KW_CELLULAR_COMPONENT	KW-0272~Extracellular matrix	11	4.867256637168142	8.310714171137978E-4	BMP4, WNT10B, TGFB2, TGFB1, CHL1, ADAMTS18, WNT5A, WNT7A, SOST, FREM1, ADAMTS20	214	267	19181	3.6926563757919424	0.02868027718492372	0.01454374979949146	0.013712678382377663
GOTERM_BP_DIRECT	GO:1900182~positive regulation of protein localization to nucleus	5	2.2123893805309733	8.360103246458484E-4	BMP4, NGFR, TGFB2, TGFB1, FERMT2	225	50	26568	11.808	0.834121755863698	0.01880373656550961	0.017621937479688474
GOTERM_BP_DIRECT	GO:0007219~Notch signaling pathway	7	3.0973451327433628	8.403904610283624E-4	DLX1, DLX2, TGFB1, RCAN2, SORBS2, SOX9, TGFBR2	225	130	26568	6.358153846153845	0.8356764049354345	0.01880373656550961	0.017621937479688474
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	6	2.6548672566371683	8.588558413455808E-4	FZD1, WNT10B, GJB6, WNT5A, WNT7A, FJX1	225	87	26568	8.143448275862069	0.8420718378567175	0.019018787084642347	0.01782347225390365
GOTERM_CC_DIRECT	GO:0014069~postsynaptic density	11	4.867256637168142	9.181193690866756E-4	GRIA1, NGFR, EPHA4, GAP43, PLCB4, NEGR1, CTNND2, PRICKLE1, PDLIM5, SLC8A1, SHISA7	226	359	27008	3.6616954667586956	0.2153322114633598	0.012119175671944118	0.01055837274449677
GOTERM_BP_DIRECT	GO:0090190~positive regulation of branching involved in ureteric bud morphogenesis	4	1.7699115044247788	9.245609054763255E-4	BMP4, SALL1, TGFB1, SOX9	225	23	26568	20.535652173913043	0.8628767963069561	0.02026486556084844	0.018991235742080035
GOTERM_CC_DIRECT	GO:0005912~adherens junction	8	3.5398230088495577	0.0010132898039493235	EPHA4, CDH2, CTNND2, FAT3, PDLIM5, PLPP3, CDH8, FERMT2	226	187	27008	5.112488760588708	0.23481996401684468	0.0126148511120696	0.010990211196121242
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	7	3.0973451327433628	0.0010224758036128257	TFAP2A, BMP4, TGFB2, TGFB1, SOX9, PTHLH, EPHA2	225	135	26568	6.1226666666666665	0.8889085577425327	0.021948450632190735	0.020569008902513945
GOTERM_BP_DIRECT	GO:1904238~pericyte cell differentiation	3	1.3274336283185841	0.0010381202256574292	BMP4, TGFB2, EPHA2	225	6	26568	59.040000000000006	0.892583393860265	0.021948450632190735	0.020569008902513945
GOTERM_BP_DIRECT	GO:0046533~negative regulation of photoreceptor cell differentiation	3	1.3274336283185841	0.0010381202256574292	DLX1, DLX2, SOX9	225	6	26568	59.040000000000006	0.892583393860265	0.021948450632190735	0.020569008902513945
GOTERM_BP_DIRECT	GO:0045595~regulation of cell differentiation	5	2.2123893805309733	0.0010422448624224652	TFAP2A, BMP4, TFAP2B, PLEKHB1, SOX9	225	53	26568	11.139622641509433	0.8935318537060606	0.021948450632190735	0.020569008902513945
GOTERM_CC_DIRECT	GO:0005667~transcription regulator complex	10	4.424778761061947	0.0010512375926724667	TLE4, TFAP2A, MLXIPL, MSX2, IRX4, MSX1, AHR, SOX9, SMAD6, BARX2	226	303	27008	3.9440404217412888	0.2424552746995683	0.0126148511120696	0.010990211196121242
GOTERM_CC_DIRECT	GO:0031258~lamellipodium membrane	4	1.7699115044247788	0.0011460012360715575	FAP, CD44, FERMT2, EPHA2	226	25	27008	19.12070796460177	0.26119245408837666	0.013154101144473528	0.011460012360715574
INTERPRO	IPR008422:KN_HD	4	1.7699115044247788	0.0011467979591361596	IRX1, IRX2, IRX5, IRX4	224	21	22313	18.973639455782312	0.605677763358592	0.10333923831771394	0.10244728434949692
GOTERM_BP_DIRECT	GO:0060065~uterus development	4	1.7699115044247788	0.0011859120300655027	TGFB2, WNT5A, WNT7A, GATA3	225	25	26568	18.8928	0.9218285428258665	0.02450929560987974	0.022968906919314674
GOTERM_BP_DIRECT	GO:0030010~establishment of cell polarity	5	2.2123893805309733	0.0011980800926617192	KIF26B, UST, WNT7A, PRICKLE1, RAB11FIP2	225	55	26568	10.734545454545454	0.9238476154798959	0.02450929560987974	0.022968906919314674
GOTERM_BP_DIRECT	GO:0007154~cell communication	5	2.2123893805309733	0.0011980800926617192	GRM4, GJB6, RAB11FIP2, FREM1, SLC8A1	225	55	26568	10.734545454545454	0.9238476154798959	0.02450929560987974	0.022968906919314674
GOTERM_BP_DIRECT	GO:0010977~negative regulation of neuron projection development	6	2.6548672566371683	0.0012166608287524482	NGFR, EPHA4, PRAG1, NTM, RGMA, RUNX1T1	225	94	26568	7.537021276595746	0.9268306421246109	0.02465459868075716	0.023105077813949795
UP_KW_CELLULAR_COMPONENT	KW-0965~Cell junction	14	6.1946902654867255	0.0012693062180661658	EPHA4, PRAG1, CTNND2, NEDD9, SORBS2, ARHGAP26, FAP, CDH2, PALLD, GJB6, CLDN23, FLRT1, FERMT2, EPHA2	214	438	19181	2.864912729910809	0.04348034021422953	0.014808572544105267	0.013962368398727824
GOTERM_BP_DIRECT	GO:0014032~neural crest cell development	4	1.7699115044247788	0.0013323044155934749	TFAP2A, CYP26A1, CDH2, SOX9	225	26	26568	18.166153846153847	0.9429426266453391	0.0267456998569606	0.02506475503354827
KEGG_PATHWAY	mmu05220:Chronic myeloid leukemia	6	2.6548672566371683	0.001367270988714221	TGFB2, TGFB1, MYC, PIK3R1, GAB2, TGFBR2	116	76	10620	7.227767695099819	0.2838333586631514	0.03032855647693363	0.026599635598622117
INTERPRO	IPR001849:PH_domain	10	4.424778761061947	0.001370859271329428	TIAM2, TEC, DOK5, PLEKHA2, PLEKHB1, ARHGEF3, GAB2, ARHGAP26, FERMT2, SKAP2	224	263	22313	3.7875135795763177	0.6712736391240086	0.11117668690481661	0.11021708541488602
GOTERM_BP_DIRECT	GO:1902462~positive regulation of mesenchymal stem cell proliferation	3	1.3274336283185841	0.001445293366954683	BMP4, TGFB1, FERMT2	225	7	26568	50.605714285714285	0.9552532188163514	0.02874527918720981	0.026938662478516454
GOTERM_BP_DIRECT	GO:0021915~neural tube development	5	2.2123893805309733	0.0014613671273671558	SALL1, TGFB1, WNT5A, EPHA2, DACT1	225	58	26568	10.179310344827586	0.9567739715356327	0.028798317335639	0.02698836722376224
UP_SEQ_FEATURE	DOMAIN:Phosphatidylinositol-specific phospholipase C X	3	1.3274336283185841	0.0014815251146981293	PLCXD3, PLCB4, PLCB1	226	6	22290	49.3141592920354	0.7643854487813214	0.1288444212110767	0.12778723621652427
GOTERM_BP_DIRECT	GO:0042474~middle ear morphogenesis	4	1.7699115044247788	0.0014895756640261517	EYA1, MYC, ENPP1, MSX1	225	27	26568	17.493333333333332	0.9593189918207428	0.029087350239347037	0.027259234651678576
UP_SEQ_FEATURE	DOMAIN:PH	10	4.424778761061947	0.0015857774918286364	TIAM2, TEC, DOK5, PLEKHA2, PLEKHB1, ARHGEF3, GAB2, ARHGAP26, FERMT2, SKAP2	226	266	22290	3.7078315257169474	0.7871910073236614	0.1288444212110767	0.12778723621652427
GOTERM_BP_DIRECT	GO:0008543~fibroblast growth factor receptor signaling pathway	5	2.2123893805309733	0.0016577518195106807	NGFR, FGF8, WNT5A, FLRT1, ENPP1	225	60	26568	9.840000000000002	0.9716691986086969	0.03151694422322561	0.029536130689642996
GOTERM_BP_DIRECT	GO:0010842~retina layer formation	4	1.7699115044247788	0.0016580142910728557	TFAP2B, FAT3, FJX1, SDK2	225	28	26568	16.86857142857143	0.9716851932084511	0.03151694422322561	0.029536130689642996
GOTERM_BP_DIRECT	GO:0050770~regulation of axonogenesis	4	1.7699115044247788	0.0016580142910728557	EPHA4, CDH2, UST, WNT7A	225	28	26568	16.86857142857143	0.9716851932084511	0.03151694422322561	0.029536130689642996
GOTERM_BP_DIRECT	GO:0002009~morphogenesis of an epithelium	5	2.2123893805309733	0.0017625014701299865	WNT5A, KRT23, ENPP1, SOX9, KRT9	225	61	26568	9.678688524590164	0.977386164484068	0.03320923822665974	0.031122065433084763
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	11	4.867256637168142	0.001782675052491497	BMP4, NGFR, WNT10B, TGFB2, TGFB1, MSX2, TXNRD1, DEGS1, UNC5C, SPRY1, AHR	225	388	26568	3.347628865979382	0.9783468247325998	0.033297269676102054	0.03120456417969899
GOTERM_BP_DIRECT	GO:0050804~modulation of chemical synaptic transmission	7	3.0973451327433628	0.0018125633210634123	PTPRD, GRIA1, PLCB4, CDH2, WNT5A, NRXN3, SLC7A11	225	151	26568	5.473907284768212	0.9796956227388073	0.0335636725314156	0.031454223838798694
GOTERM_BP_DIRECT	GO:0048286~lung alveolus development	5	2.2123893805309733	0.0018717548474888488	BMP4, TGFB1, MAN2A1, SLC7A11, PTHLH	225	62	26568	9.52258064516129	0.9821240105301718	0.03436349925133374	0.03220378211961583
GOTERM_BP_DIRECT	GO:0038007~netrin-activated signaling pathway	3	1.3274336283185841	0.0019163582967413146	TUBB3, UNC5B, UNC5C	225	8	26568	44.28	0.9837601447345833	0.034591072448742384	0.032417052532271146
GOTERM_BP_DIRECT	GO:0071599~otic vesicle development	3	1.3274336283185841	0.0019163582967413146	EYA1, SOX9, GATA3	225	8	26568	44.28	0.9837601447345833	0.034591072448742384	0.032417052532271146
GOTERM_BP_DIRECT	GO:0007498~mesoderm development	4	1.7699115044247788	0.0020295000836359272	BMP4, LHX2, POU4F1, MESD	225	30	26568	15.744000000000002	0.9872700251365946	0.035732509669262065	0.033486751379992796
GOTERM_BP_DIRECT	GO:0090103~cochlea morphogenesis	4	1.7699115044247788	0.0020295000836359272	EYA1, WNT5A, HOXA1, SOX9	225	30	26568	15.744000000000002	0.9872700251365946	0.035732509669262065	0.033486751379992796
GOTERM_BP_DIRECT	GO:0035025~positive regulation of Rho protein signal transduction	4	1.7699115044247788	0.0020295000836359272	NGFR, PRAG1, ARHGEF3, FERMT2	225	30	26568	15.744000000000002	0.9872700251365946	0.035732509669262065	0.033486751379992796
GOTERM_BP_DIRECT	GO:0010595~positive regulation of endothelial cell migration	5	2.2123893805309733	0.002104166785619639	BMP4, WNT5A, WNT7A, GATA3, PLPP3	225	64	26568	9.225	0.9891599979153956	0.03674593703667468	0.03443648568660434
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	15	6.637168141592921	0.0022011451963317944	NGFR, UNC5B, PRUNE2, KREMEN1, EMP1, WNT7A, UNC5C, PRICKLE1, POU4F1, TGFBR2, ADAMTS20, FGF8, FAP, SOX9, EPHA2	225	687	26568	2.578165938864629	0.9912023540888073	0.03812951517516689	0.03573310709851534
UP_KW_DOMAIN	KW-1133~Transmembrane helix	88	38.93805309734513	0.0022147620150161666	DYSF, SNX13, SLC7A11, VLDLR, SLC6A2, PCSK5, CDH8, SLC8A1, HS6ST3, GRM4, CDH2, SPTLC3, CHL1, CREB3L1, LRRTM1, AOX3, CLDN23, GSG1, ITGB8, ENPP1, CAR12, CMKLR1, TLE4, HS3ST3B1, CHST8, PAQR8, EPHA4, UNC5B, SLC30A4, SLC39A11, KREMEN1, MTUS1, EMP1, ACSL4, UNC5C, FNDC3A, LEMD2, SLC39A14, SHISA7, TGFBR2, DNAH7B, DNAJC1, ADAM9, ROR1, PLPP3, PLA2R1, CD44, EPHA2, ITGA9, GRIA1, DLX1, PARM1, GPR87, SLC41A2, NRXN3, TMTC1, PIK3R1, TNFRSF11A, APCDD1, SLC7A1, CRHR1, MAN2A1, FLRT1, HAS3, LRRC8C, CYYR1, SLC13A5, DRD5, RUNX1T1, FZD1, GALNT7, NGFR, TMEM132C, TRPA1, KCNB2, PTPRD, FAP, BAMBI, GJB6, UST, FAT3, DEGS1, LGR6, SLC25A33, RETREG1, SDK2, ITM2B, SERINC5	185	5549	15070	1.291842211647582	0.045494222360865755	0.015503334105113165	0.014765080100107778
GOTERM_BP_DIRECT	GO:0048708~astrocyte differentiation	4	1.7699115044247788	0.0022330771339700724	GAP43, DAB1, MYCN, NR3C1	225	31	26568	15.236129032258063	0.9917868053523009	0.03837319747014173	0.035961474165454047
GOTERM_MF_DIRECT	GO:0140297~DNA-binding transcription factor binding	8	3.5398230088495577	0.002249476375349931	TLE4, MLXIPL, IRX5, ZFP703, MYC, SOST, HOXC13, RUNX1T1	222	199	24521	4.440400199194169	0.6652853765532478	0.05753923781158245	0.05564494191655093
UP_KW_BIOLOGICAL_PROCESS	KW-0804~Transcription	42	18.58407079646018	0.002307066933956039	DLX1, DLX2, DLX3, BNC2, ZFP703, CTNND2, AHR, HOXC13, GATA3, NR3C1, BARX2, SALL1, NFIL3, SALL3, MYC, CREB3L1, SMYD2, ZIM1, HOXA1, SOX9, MSX1, RUNX1T1, TLE4, BHLHA9, TFAP2A, TFAP2B, IRX5, EYA1, MSX2, EYA2, KLF14, SMAD6, POU4F1, ETV4, MLXIPL, ZFP322A, LHX2, BHLHE40, SP8, SP7, LMX1B, TOX	138	2325	11883	1.5555119214586255	0.13342221391273235	0.04085993675242869	0.0388828430386015
GOTERM_BP_DIRECT	GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway	6	2.6548672566371683	0.0024341748271613727	EPHA4, DOK5, NEDD9, ROR1, GAB2, EPHA2	225	110	26568	6.4407272727272735	0.994673077218885	0.04048514661893005	0.03794068908003081
GOTERM_BP_DIRECT	GO:0051602~response to electrical stimulus	4	1.7699115044247788	0.002448881668961512	GRIA1, GJB6, PRICKLE1, CRHR1	225	32	26568	14.76	0.9948391251044877	0.04048514661893005	0.03794068908003081
GOTERM_BP_DIRECT	GO:0042487~regulation of odontogenesis of dentin-containing tooth	3	1.3274336283185841	0.0024502183707918557	BMP4, FGF8, APCDD1	225	9	26568	39.36	0.994853958221422	0.04048514661893005	0.03794068908003081
GOTERM_BP_DIRECT	GO:0072197~ureter morphogenesis	3	1.3274336283185841	0.0024502183707918557	BMP4, SOX9, GATA3	225	9	26568	39.36	0.994853958221422	0.04048514661893005	0.03794068908003081
GOTERM_BP_DIRECT	GO:0060346~bone trabecula formation	3	1.3274336283185841	0.0024502183707918557	WNT10B, MSX2, ENPP1	225	9	26568	39.36	0.994853958221422	0.04048514661893005	0.03794068908003081
GOTERM_BP_DIRECT	GO:0043588~skin development	5	2.2123893805309733	0.0024890121710726054	TFAP2A, NGFR, TFAP2B, ENPP1, KRT9	225	67	26568	8.811940298507462	0.9952663695305444	0.040812199568427146	0.03824718702571874
