Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0048712~negative regulation of astrocyte differentiation	2	2.0408163265306123	0.0535442607204042	DAB1, MYCN	97	17	29712	36.03638568829594	1.0	0.5040690169381802	0.48900969361056645
GOTERM_BP_DIRECT	GO:0061036~positive regulation of cartilage development	2	2.0408163265306123	0.0535442607204042	WNT5A, SOX9	97	17	29712	36.03638568829594	1.0	0.5040690169381802	0.48900969361056645
GOTERM_BP_DIRECT	GO:0043116~negative regulation of vascular permeability	2	2.0408163265306123	0.0535442607204042	NR3C1, FERMT2	97	17	29712	36.03638568829594	1.0	0.5040690169381802	0.48900969361056645
UP_SEQ_FEATURE	REPEAT:ANK 12	2	2.0408163265306123	0.05522240842842501	TRPA1, ANKRD44	98	13	22253	34.934065934065934	0.999999999999955	0.9958440986592645	0.992162604764036
GOTERM_BP_DIRECT	GO:0060563~neuroepithelial cell differentiation	2	2.0408163265306123	0.05660402670594678	FGF8, CDH2	97	18	29712	34.034364261168385	1.0	0.5287430401602006	0.5129465675910991
UP_KW_LIGAND	KW-0446~Lipid-binding	5	5.1020408163265305	0.05709327269490606	TEC, PLEKHA2, SNX13, NR3C1, FERMT2	38	269	6792	3.322246135785561	0.6914150894739715	1.0	1.0
GOTERM_BP_DIRECT	GO:0007200~phospholipase C-activating G protein-coupled receptor signaling pathway	3	3.061224489795918	0.05770119599820149	WNT5A, PLCB1, CMKLR1	97	120	29712	7.657731958762887	1.0	0.5348457013679446	0.5188669086299811
INTERPRO	IPR008936:Rho_GTPase_activation_prot	3	3.061224489795918	0.058735936419581566	ARHGAP8, CHN2, ARHGAP26	98	90	22271	7.5751700680272105	0.9999999999876898	0.9744229833785819	0.9650309546231256
GOTERM_CC_DIRECT	GO:0030425~dendrite	6	6.122448979591836	0.059289704191729596	EPHA4, GAP43, PLCB4, CHL1, KCNB2, SORBS2	98	642	29722	2.834445927903872	0.9999728096791487	0.3776973748510182	0.35134639521024946
INTERPRO	IPR020479:HD_metazoa	3	3.061224489795918	0.05989006357484684	DLX2, DLX4, BARX2	98	91	22271	7.491926440906033	0.9999999999926016	0.9744229833785819	0.9650309546231256
GOTERM_MF_DIRECT	GO:0004435~phosphatidylinositol phospholipase C activity	2	2.0408163265306123	0.06061241559623996	PLCB4, PLCB1	96	19	28924	31.71491228070175	0.999999918248268	0.6002400901035118	0.5703430741213446
UP_SEQ_FEATURE	SITE:Cleavage	3	3.061224489795918	0.06113850772621354	FAP, ADAM9, ITGA9	98	92	22253	7.404503105590062	0.9999999999999984	1.0	0.9981481481481481
UP_KW_PTM	KW-0165~Cleavage on pair of basic residues	5	5.1020408163265305	0.061227145697220195	TGFB1, FAP, CDH2, PCSK6, CDH8	75	265	13214	3.3242767295597484	0.679307049228324	0.5816578841235919	0.5816578841235919
GOTERM_BP_DIRECT	GO:0031103~axon regeneration	2	2.0408163265306123	0.06269422234558465	GAP43, CHL1	97	20	29712	30.630927835051548	1.0	0.5738684139752581	0.5567237974581549
GOTERM_BP_DIRECT	GO:0009611~response to wounding	3	3.061224489795918	0.06286359389604487	TGFB1, NR3C1, ZFP36L2	97	126	29712	7.293078055964654	1.0	0.5738684139752581	0.5567237974581549
KEGG_PATHWAY	mmu04015:Rap1 signaling pathway	4	4.081632653061225	0.06326703358014432	NGFR, FGF8, PLCB4, PLCB1	42	214	9565	4.256786826880284	0.9999672435273519	0.7433404278923786	0.7433404278923786
INTERPRO	IPR001192:PI-PLC_fam	2	2.0408163265306123	0.06339619409932942	PLCB4, PLCB1	98	15	22271	30.300680272108842	0.9999999999984307	0.9744229833785819	0.9650309546231256
INTERPRO	IPR001711:PLipase_C_Pinositol-sp_Y	2	2.0408163265306123	0.06339619409932942	PLCB4, PLCB1	98	15	22271	30.300680272108842	0.9999999999984307	0.9744229833785819	0.9650309546231256
